-6.041524333826525e-05 -0.0 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.00335 -0.0 -0.006958000000000001 0.0 0.0
-6.041524333826525e-05 -0.0 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0034790000000000003 0.0 0.0
-6.041524333826525e-05 -0.0 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.005226000000000001 0.015678 0.0 -0.0 0.0034790000000000003 0.0 0.0
-6.041524333826525e-05 -0.0 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.010452000000000001 -0.0 0.0 -0.0 -0.006958000000000001 0.0 0.0
-6.041524333826525e-05 -0.0 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.005226000000000001 -0.0 0.0 -0.007242 -0.0034790000000000003 0.0 0.0
-6.041524333826525e-05 -0.0 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.00335 -0.0 -0.0 0.0 0.0
-6.041524333826525e-05 -0.0 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.005226000000000001 0.0 -0.0 0.0034790000000000003 0.0 0.0
-6.041524333826525e-05 -0.0 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.003621 -0.0 0.0 0.0
-6.041524333826525e-05 -0.0 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.010452000000000001 0.005226000000000001 0.0 -0.0 -0.0 0.0 0.0
-6.041524333826525e-05 -0.0 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.00335 -0.0 0.0034790000000000003 0.0 0.0
-6.041524333826525e-05 -0.0 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.010452000000000001 0.0 -0.003621 0.0034790000000000003 0.0 0.0
-6.041524333826525e-05 -0.0 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.006958000000000001 0.0 0.0
-6.041524333826525e-05 -0.0 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.010452000000000001 0.0 -0.0 -0.0 0.0 0.0
-6.041524333826525e-05 -0.0 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0
-6.041524333826525e-05 -0.0 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 0.005226000000000001 0.0 -0.0 -0.0 0.0 0.0
-6.041524333826525e-05 -0.0 0.0 -0.0 2.2123891926688683e-05 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.005226000000000001 -0.005226000000000001 0.0 -0.0 -0.0034790000000000003 0.0 0.0
